0	94
1	95
2	96
3	97
4	98
5	99
6	100
7	101
8	102
9	103
10	104
11	105
12	106
13	107
14	108
15	109
16	110
17	111
18	112
19	113
20	114
21	115
22	116
23	117
24	118
25	119
26	120
27	121
28	122
29	123
30	124
31	125
32	126
33	127
34	128
35	129
36	130
37	131
38	132
39	133
40	134
41	135
42	136
43	137
44	138
45	139
46	140
47	141
48	142
49	143
50	144
51	145
52	146
53	147
54	148
55	149
56	150
57	151
58	152
59	153
60	154
61	155
62	156
63	157
64	158
65	159
66	160
67	161
68	162
69	163
70	164
71	165
72	166
73	167
74	168
75	169
76	170
77	171
78	172
79	173
80	174
81	175
82	176
83	177
84	178
85	179
86	180
87	181
88	182
89	183
90	-1
91	-1
92	-1
93	-1
94	0
95	1
96	2
97	3
98	4
99	5
100	6
101	7
102	8
103	9
104	10
105	11
106	12
107	13
108	14
109	15
110	16
111	17
112	18
113	19
114	20
115	21
116	22
117	23
118	24
119	25
120	26
121	27
122	28
123	29
124	30
125	31
126	32
127	33
128	34
129	35
130	36
131	37
132	38
133	39
134	40
135	41
136	42
137	43
138	44
139	45
140	46
141	47
142	48
143	49
144	50
145	51
146	52
147	53
148	54
149	55
150	56
151	57
152	58
153	59
154	60
155	61
156	62
157	63
158	64
159	65
160	66
161	67
162	68
163	69
164	70
165	71
166	72
167	73
168	74
169	75
170	76
171	77
172	78
173	79
174	80
175	81
176	82
177	83
178	84
179	85
180	86
181	87
182	88
183	-1
184	-1
185	-1
186	-1
187	-1
188	-1
189	-1
190	-1
191	-1
192	-1
193	-1
194	-1
195	-1
196	-1
197	-1
198	-1
199	-1
200	-1
201	-1
202	-1
203	280
204	281
205	282
206	283
207	284
208	285
209	286
210	287
211	288
212	289
213	290
214	291
215	292
216	293
217	294
218	295
219	296
220	297
221	298
222	299
223	300
224	301
225	302
226	303
227	304
228	305
229	306
230	307
231	308
232	309
233	310
234	311
235	312
236	313
237	-1
238	-1
239	-1
240	-1
241	-1
242	-1
243	-1
244	-1
245	-1
246	-1
247	-1
248	-1
249	-1
250	-1
251	-1
252	-1
253	-1
254	-1
255	-1
256	-1
257	-1
258	-1
259	-1
260	-1
261	-1
262	-1
263	-1
264	-1
265	-1
266	-1
267	-1
268	-1
269	-1
270	-1
271	-1
272	-1
273	-1
274	-1
275	-1
276	-1
277	-1
278	-1
279	-1
280	203
281	204
282	205
283	206
284	207
285	208
286	209
287	210
288	211
289	212
290	213
291	214
292	215
293	216
294	217
295	218
296	219
297	220
298	221
299	222
300	223
301	224
302	225
303	226
304	227
305	228
306	229
307	230
308	231
309	232
310	233
311	234
312	235
313	236
314	-1
315	-1
316	-1
317	-1
318	-1
319	-1
320	-1
321	-1
322	-1
323	-1
324	-1
325	523
326	524
327	525
328	526
329	527
330	528
331	529
332	530
333	531
334	-1
335	-1
336	-1
337	-1
338	-1
339	-1
340	-1
341	-1
