0	-1
1	-1
2	-1
3	-1
4	-1
5	-1
6	-1
7	-1
8	-1
9	-1
10	-1
11	-1
12	-1
13	-1
14	-1
15	-1
16	-1
17	-1
18	-1
19	-1
20	-1
21	-1
22	-1
23	-1
24	-1
25	-1
26	-1
27	-1
28	-1
29	-1
30	-1
31	-1
32	-1
33	-1
34	-1
35	-1
36	-1
37	-1
38	-1
39	-1
40	-1
41	-1
42	-1
43	-1
44	-1
45	-1
46	-1
47	-1
48	-1
49	-1
50	-1
51	-1
52	-1
53	-1
54	-1
55	-1
56	-1
57	-1
58	-1
59	-1
60	-1
61	-1
62	-1
63	-1
64	-1
65	-1
66	-1
67	-1
68	-1
69	-1
70	-1
71	-1
72	-1
73	-1
74	-1
75	-1
76	-1
77	-1
78	-1
79	-1
80	-1
81	-1
82	-1
83	-1
84	-1
85	-1
86	-1
87	-1
88	-1
89	-1
90	-1
91	-1
92	-1
93	-1
94	-1
95	-1
96	-1
97	-1
98	-1
99	-1
100	-1
101	-1
102	-1
103	-1
104	-1
105	-1
106	-1
107	-1
108	-1
109	-1
110	-1
111	-1
112	-1
113	-1
114	-1
115	-1
116	-1
117	-1
118	-1
119	-1
120	-1
121	-1
122	-1
123	-1
124	-1
125	-1
126	-1
127	-1
128	-1
129	-1
130	-1
131	-1
132	-1
133	-1
134	-1
135	-1
136	-1
137	-1
138	-1
139	-1
140	-1
141	-1
142	-1
143	-1
144	4226
145	4227
146	4228
147	4229
148	4230
149	4231
150	4232
151	4233
152	4234
153	4235
154	4236
155	4237
156	4238
157	4239
158	4240
159	4241
160	4242
161	4243
162	4244
163	4245
164	4246
165	4247
166	4248
167	4249
168	4250
169	4251
170	4252
171	4253
172	4254
173	4255
174	4256
175	4257
176	4258
177	4259
178	4260
179	4261
180	4262
181	4263
182	4264
183	4265
184	4266
185	4267
186	4268
187	4269
188	4270
189	4271
190	4272
191	4273
192	4274
193	4275
194	4276
195	4277
196	4278
197	4279
198	4280
199	4281
200	4282
201	4270
202	4271
203	4272
204	4273
205	4274
206	4275
207	4276
208	4277
209	4278
210	4279
211	4280
212	4281
213	4282
214	4283
215	4284
216	4285
217	4286
218	4287
219	4288
220	4289
221	4290
222	4291
223	4292
224	4293
225	4294
226	4295
227	4296
228	4297
229	4298
230	4299
231	4300
232	4301
233	4302
234	4303
235	4304
236	4305
237	4306
238	4307
239	4308
240	4309
241	4310
242	4311
243	4312
244	4313
245	4314
246	4315
247	4316
248	4317
249	4318
250	4319
251	4320
252	4321
253	4322
254	4323
255	4324
256	4325
257	4326
258	4327
259	4328
260	4329
261	4330
262	4331
263	4332
264	4333
265	4334
266	4335
267	4336
268	4337
269	4338
270	4339
271	4340
272	4341
273	4342
274	4343
275	4344
276	4345
277	4346
278	4347
279	4348
280	4349
281	4350
282	4351
283	4352
284	4353
285	4354
286	4355
287	4356
288	4357
289	4358
290	4359
291	4360
292	4361
293	4362
294	4363
295	4364
296	4365
297	4366
298	4367
299	4368
300	4369
301	4349
302	4350
303	4351
304	4352
305	4353
306	4354
307	4355
308	4356
309	4357
310	4358
311	4359
312	4360
313	4361
314	4362
315	4363
316	4364
317	4365
318	4366
319	4367
320	4368
321	4369
322	4370
323	4371
324	4372
325	4373
326	4374
327	4375
328	4376
329	4377
330	4378
331	4379
332	4380
333	4381
334	4382
335	4383
336	4384
337	4385
338	4386
339	4387
340	4388
341	4389
342	4390
343	4391
344	4392
345	4393
346	4394
347	4395
348	4396
349	4397
350	4398
351	4388
352	4389
353	4390
354	4391
355	4392
356	4393
357	4394
358	4395
359	4396
360	4397
361	4398
362	4399
363	4400
364	4401
365	4402
366	4403
367	4404
368	4405
369	4406
370	4407
371	4408
372	4409
373	4410
374	4411
375	4412
376	4413
377	4414
378	4415
379	4416
380	4417
381	4418
382	4419
383	4420
384	4421
385	4422
386	4423
387	4424
388	4425
389	4426
390	4427
391	4428
392	4429
393	4430
394	4431
395	4432
396	4433
397	4434
398	4435
399	4436
400	4437
401	4421
402	4422
403	4423
404	4424
405	4425
406	4426
407	4427
408	4428
409	4429
410	4430
411	4431
412	4432
413	4433
414	4434
415	4435
416	4436
417	4437
418	4438
419	4439
420	4440
421	4441
422	4442
423	4443
424	4444
425	4445
426	4446
427	4447
428	4448
429	4449
430	4450
431	4451
432	4452
433	4453
434	4454
435	4455
436	4456
437	4457
438	4458
439	4459
440	4460
441	4461
442	4462
443	4463
444	4464
445	4465
446	4466
447	4467
448	4468
449	4469
450	4470
451	4458
452	4459
453	4460
454	4461
455	4462
456	4463
457	4464
458	4465
459	4466
460	4467
461	4468
462	4469
463	4470
464	4471
465	4472
466	4473
467	4474
468	4475
469	4476
470	4477
471	4478
472	4479
473	4480
474	4481
475	4482
476	4483
477	4484
478	4485
479	4486
480	4487
481	4488
482	4489
483	4490
484	4491
485	4492
486	4493
487	4494
488	4495
489	4496
490	4497
491	4498
492	4499
493	4500
494	4501
495	4502
496	4503
497	4504
498	4505
499	4506
500	4507
501	4490
502	4491
503	4492
504	4493
505	4494
506	4495
507	4496
508	4497
509	4498
510	4499
511	4500
512	4501
513	4502
514	4503
515	4504
516	4505
517	4506
518	4507
519	4508
520	4509
521	4510
522	4511
523	4512
524	4513
525	4514
526	4515
527	4516
528	4517
529	4518
530	4519
531	4520
532	4521
533	4522
534	4523
535	4524
536	4525
537	4526
538	4527
539	4528
540	4529
541	4530
542	4531
543	4532
544	4533
545	4534
546	4535
547	4536
548	4537
549	4538
550	4539
551	4537
552	4538
553	4539
554	4540
555	4541
556	4542
557	4543
558	4544
559	4545
560	4546
561	4547
562	4548
563	4549
564	4550
565	4551
566	4552
567	4553
568	4554
569	4555
570	4556
571	4557
572	4558
573	4559
574	4560
575	4561
576	4562
577	4563
578	4564
579	4565
580	4566
581	4567
582	4568
583	4569
584	4570
585	4571
586	4572
587	4573
588	4574
589	4575
590	4576
591	4577
592	4578
593	4579
594	4580
595	4581
596	4582
597	4583
598	4584
599	4585
600	4586
601	4581
602	4582
603	4583
604	4584
605	4585
606	4586
607	4587
608	4588
609	4589
610	4590
611	4591
612	4592
613	4593
614	4594
615	4595
616	4596
617	4597
618	4598
619	4599
620	4600
621	4601
622	4602
623	4603
624	4604
625	4605
626	4606
627	4607
628	4608
629	4609
630	4610
631	4611
632	4612
633	4613
634	4614
635	4615
636	4616
637	4617
638	-1
639	-1
640	-1
641	-1
642	-1
643	-1
644	-1
645	-1
646	-1
647	-1
648	-1
649	-1
650	-1
